id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,01,10,01,01,100.0,573.0,46.0,52.0,71.0,28.999999999999996,70.0,105.0,38.0,20.0,28.999999999999996,28.999999999999996,98.0,16.0,31.0,484.0,176.0,181.0,19.0,552.0,144.0,56.00000000000001,267.0,13.0,60.0,16.0,43.0,83.0
01100102,01,10,01,02,100.0,334.0,27.0,6.0,47.0,36.0,25.0,61.0,27.0,16.0,4.0,41.0,19.0,0.0,12.0,359.0,195.0,104.0,12.0,381.0,98.0,25.0,204.0,6.0,15.0,6.0,51.0,47.0
01100103,01,10,01,03,100.0,990.0,137.0,54.0,101.0,28.999999999999996,56.99999999999999,194.0,92.0,150.0,34.0,77.0,140.0,28.000000000000004,45.0,599.0,234.0,197.0,52.0,965.0,308.0,88.0,404.0,52.0,93.0,45.0,118.0,145.0
01100104,01,10,01,04,100.0,637.0,79.0,30.0,92.0,35.0,45.0,99.0,52.0,21.0,24.0,54.0,112.99999999999999,40.0,21.0,418.0,162.0,151.0,4.0,1267.0,405.0,70.0,609.0,153.0,112.00000000000001,27.0,74.0,249.00000000000003
01100205,01,10,02,05,100.0,498.00000000000006,47.0,15.0,56.99999999999999,19.0,42.0,52.0,119.0,12.0,6.0,31.0,35.0,4.0,16.0,451.0,231.0,128.0,7.000000000000001,395.0,61.0,45.0,223.0,30.0,32.0,44.0,57.99999999999999,52.0
01100206,01,10,02,06,100.0,279.0,25.0,10.0,47.0,26.0,26.0,14.000000000000002,15.0,10.0,9.0,34.0,35.0,3.0,23.0,365.0,192.0,95.0,15.0,152.0,52.0,9.0,53.0,10.0,12.0,23.0,46.0,21.0
01100207,01,10,02,07,100.0,1224.0,89.0,48.0,128.0,78.0,87.0,187.0,218.00000000000003,75.0,16.0,83.0,147.0,35.0,49.0,1122.0,566.0,291.0,48.0,1097.0,229.99999999999997,56.00000000000001,575.0,50.0,187.0,204.0,149.0,188.0
01100308,01,10,03,08,100.0,1209.0,142.0,44.0,144.0,100.0,98.0,163.0,34.0,90.0,32.0,131.0,99.0,19.0,23.0,626.0,269.0,170.0,28.000000000000004,552.0,127.0,57.99999999999999,225.99999999999997,15.0,45.0,35.0,196.0,64.0
01100309,01,10,03,09,100.0,1875.0,272.0,73.0,350.0,160.0,186.0,192.0,95.0,65.0,36.0,280.0,150.0,12.0,52.0,818.0,342.0,272.0,31.0,900.0,220.00000000000003,63.0,413.99999999999994,34.0,135.0,126.0,408.0,112.00000000000001
01100310,01,10,03,10,100.0,1517.0,179.0,77.0,208.0,90.0,152.0,191.0,119.0,74.0,35.0,161.0,176.0,24.0,63.0,761.0,275.0,254.99999999999997,42.0,1150.0,199.0,76.0,645.0,40.0,234.0,374.0,211.0,107.0
