id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,3503,2223,1994,1280,714,1509,3503,169,181,35,438,1193,377,396,714,1708,1509,2223,133,160,28,328,919,252,174,229,1093,1509,2223,567,48,60,77,22,81,104,35,13,18,30,90,10,30,459,136,184,22,439,107,43,200,13,33,10,52,78
01100102,1996,1392,931,604,327,1065,1996,103,131,28,196,762,260,248,268,932,1065,1392,93,116,25,150,617,176,118,97,675,1065,1392,335,24,14,54,42,30,56,27,16,6,41,34,6,13,331,175,109,18,380,58,39,224,12,19,3,55,30
01100103,5537,3352,3443,2185,1258,2094,5537,262,342,108,667,1743,629,749,1037,2560,2094,3352,219,277,90,421,1189,400,366,390,1592,2094,3352,995,132,42,96,29,58,225,62,147,29,71,145,25,58,534,197,174,55,945,321,86,364,50,97,39,76,129
01100104,4850,3215,2876,1635,1241,1974,4850,254,400,128,808,1720,614,533,393,2228,1974,3215,193,326,116,557,1176,389,263,195,1503,1974,3215,626,77,31,92,39,46,84,58,47,32,61,112,39,26,401,144,152,9,1338,410,71,668,159,141,34,58,235
01100205,2981,2010,1429,971,458,1552,2981,139,177,38,372,1128,299,354,474,1411,1552,2010,120,168,35,268,917,201,142,159,944,1552,2010,469,33,21,52,18,41,30,131,17,18,28,49,9,12,489,259,136,9,393,69,33,223,28,27,44,52,36
01100206,1893,1049,1170,844,326,723,1893,117,119,33,160,666,282,264,252,916,723,1049,102,100,27,75,452,154,85,54,543,723,1049,276,27,18,44,25,19,30,22,9,9,43,34,4,15,337,171,87,19,147,57,6,40,4,7,21,59,22
01100207,8814,4908,5497,3906,1591,3317,8814,486,552,163,753,3232,1001,1034,1593,4343,3317,4908,387,449,138,501,2155,502,397,379,2481,3317,4908,1252,94,46,127,83,87,214,196,91,21,85,123,27,43,1251,682,283,45,1024,211,68,552,62,193,177,140,150
01100308,7371,3510,4851,3861,990,2520,7371,438,464,116,716,3145,1052,721,719,3613,2520,3510,263,243,73,385,1794,385,189,178,1769,2520,3510,1229,139,46,126,110,117,171,53,102,26,132,91,9,27,620,243,202,25,511,120,56,184,11,25,52,208,59
01100309,12518,5335,8997,7183,1814,3521,12518,685,932,332,1185,4598,2122,1578,1086,6132,3521,5335,417,508,167,516,2466,719,349,193,2684,3521,5335,1857,268,79,339,140,165,242,100,62,43,254,167,21,51,735,330,235,27,831,231,81,353,15,115,87,385,97
01100310,10276,5368,6382,4908,1474,3894,10276,533,596,158,1151,4061,1272,1027,1478,4881,3894,5368,399,423,119,689,2624,560,336,218,2526,3894,5368,1455,152,70,206,91,137,200,107,75,30,156,119,9,41,726,287,224,26,1193,222,86,666,53,222,347,209,134
